id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16296071,"charming, sunny studio in williamsburg",1470458,ariella,brooklyn,greenpoint,40.71973,-73.95407,entire home/apt,135,3,14,2019-06-15,0.46,1,0
16296678,bergen street in crown heights - french speaking,75918061,pascale,brooklyn,crown heights,40.6749,-73.95233,entire home/apt,140,4,47,2019-06-24,1.66,1,5
16297226,"sunny, spacious brooklyn getaway, with skylights!",4661503,whitney,brooklyn,greenpoint,40.72686,-73.94926,entire home/apt,130,3,0,0,0.0,1,0
16298489,sunny room,47675184,antonio,brooklyn,bedford-stuyvesant,40.69201,-73.9475,private room,35,1,7,2017-01-12,0.22,1,0
16299269,single minimal bedroom in hip area of brooklyn nyc,4453703,kraig,brooklyn,bushwick,40.69731,-73.93272,private room,43,1,1,2016-12-08,0.03,1,0
16300514,cozy 1 bedroom escape,68714722,jessica,manhattan,upper east side,40.77704,-73.94442,entire home/apt,166,2,4,2018-12-28,0.49,1,0
16300644,sunny private bedroom in prime williamsburg,22919533,kristina,brooklyn,williamsburg,40.71258,-73.95976,private room,150,3,43,2019-06-24,1.41,2,67
16301464,"studio apt in midtown manhattan, great value",66271966,don,manhattan,hell's kitchen,40.76926,-73.98796,entire home/apt,97,1,4,2017-03-16,0.14,1,0
16301899,private room in well furnished quintessential 2br!,5865860,jeremy,manhattan,midtown,40.75524,-73.96755,private room,120,2,2,2017-06-30,0.08,1,0
16308331,sunny beautiful airy bedroom in modern apartment,9367785,camilo,brooklyn,greenpoint,40.725,-73.94633,private room,63,1,10,2018-04-08,0.32,1,0
16308886,sunny 2bd w. elevator / perfect 4 small family,106714852,ben,manhattan,chinatown,40.71401,-73.99187,entire home/apt,151,7,2,2019-01-06,0.14,1,0
16309329,"cozy, private room in a 3 br in gramercy",934811,monica,manhattan,kips bay,40.74047,-73.98381,private room,70,2,8,2019-06-30,0.26,1,0
16309452,beautiful hell's kitchen room - near times square,106720090,sarah,manhattan,hell's kitchen,40.76202,-73.99201,private room,95,4,0,0,0.0,1,0
16309538,"sunny, quiet 1 bedroom in union sq/east village",101113812,michael,manhattan,east village,40.73256,-73.98622,entire home/apt,198,5,10,2017-05-29,0.32,1,0
16309579,private room in prime cobble hill neighborhood,9018292,rémi,brooklyn,boerum hill,40.68894,-73.99037,private room,60,7,0,0,0.0,1,0
16309856,duplex bottom floor / all you need ues,106723044,armando,manhattan,upper east side,40.77484,-73.95103,private room,100,1,1,2017-01-01,0.03,1,0
16310046,unique bushwick one bedroom with private garden,1451269,angelo,brooklyn,bushwick,40.70234,-73.92439,entire home/apt,140,5,3,2018-11-24,0.1,1,7
16311386,cozy true 1br apartment in noho/east village,8567200,steven,manhattan,east village,40.72733,-73.99037,entire home/apt,250,3,36,2019-06-18,1.18,1,36
16311513,sunshine bedroom in old school artist loft,53394322,azumi,brooklyn,williamsburg,40.71445,-73.93416,private room,58,7,0,0,0.0,1,0
16311527,small furnished room in shared west village apt,13846249,sarah,manhattan,west village,40.73368,-74.00049,private room,100,2,2,2017-01-03,0.06,1,0
16311579,1 bedroom apartment with balcony in williamsburg,106732476,david,brooklyn,williamsburg,40.71179,-73.95565,entire home/apt,110,2,0,0,0.0,1,0
16312490,spacious room steps from central park and subway,3240340,yulia,manhattan,harlem,40.80392,-73.95642,private room,55,2,7,2018-03-20,0.23,1,0
16312536,large 1br apt in upper manhattan w/ac in bedroom,106742582,daniel,manhattan,washington heights,40.84517,-73.93748,entire home/apt,65,4,2,2017-07-25,0.08,1,0
16312970,1 bedroom for rent in the heart of williamsburg,106746084,peter,brooklyn,williamsburg,40.714,-73.95665,private room,55,3,0,0,0.0,1,0
16313098,"2 bedroom apartment in two bridges(chinatown, les)",8381084,pierre,manhattan,two bridges,40.7115,-73.99903,entire home/apt,190,2,45,2019-06-09,1.47,2,112
16314114,comfortable space + great block + perfect location,29533851,ben,manhattan,east village,40.72954,-73.98303,private room,85,2,57,2019-06-19,2.36,1,56
16314419,"shared living space in bushwick, brooklyn",106756395,monica,brooklyn,bedford-stuyvesant,40.68937,-73.9226,shared room,25,1,3,2016-12-31,0.1,2,0
16314979,spacious luxury 2bd-2ba apartment near dumbo,304148,dmitry,brooklyn,downtown brooklyn,40.69899,-73.98653,entire home/apt,180,5,0,0,0.0,1,0
16315292,spacious 1 bedroom in the heart of downtown nyc,8368667,maura,manhattan,east village,40.72543,-73.99129,entire home/apt,215,2,18,2019-06-03,0.7,1,68
16315325,"sunny basement studio apartment, 1 block to park",13741210,deborah,brooklyn,flatbush,40.64849,-73.96585,entire home/apt,89,2,9,2018-10-01,0.29,1,0
16318720,"beautiful, spacious harlem home",2245740,perry,manhattan,harlem,40.81153,-73.94528,private room,120,7,0,0,0.0,1,0
16320612,modern apt in harlem steps from central park!,88152200,sade,manhattan,harlem,40.79942,-73.95128,entire home/apt,159,3,11,2017-10-25,0.36,1,0
16321223,beautiful spacious greenpoint apartment,106816918,zdzislawa,brooklyn,greenpoint,40.72623,-73.94972,private room,150,2,37,2017-11-02,1.23,1,0
16321376,sunny 1 bedroom apt. in brooklyn,43610994,christopher,brooklyn,bedford-stuyvesant,40.67902,-73.95085,entire home/apt,70,2,5,2018-12-29,0.19,1,0
16321573,fabulous chelsea triplex (2 bdrm/1.5 bath),106819890,sara,manhattan,chelsea,40.74289,-73.9953,entire home/apt,300,6,0,0,0.0,1,0
16321597,great room in charming fort greene brooklyn,26004891,ariane,brooklyn,fort greene,40.69357,-73.97235,private room,44,6,0,0,0.0,1,0
16321789,sunny room in east williamsburg close to l train,4992081,sascha,brooklyn,williamsburg,40.70669,-73.94334,private room,84,3,10,2019-07-01,0.38,1,4
16322134,wonderful room located in charming east village,8030654,calvin,manhattan,east village,40.72087,-73.98079,private room,300,1,2,2018-06-07,0.15,1,0
16322481,1 (twin) private room in bushwick +roof +living rm,106827427,zarrin,brooklyn,bushwick,40.6984,-73.92273,private room,30,3,2,2017-01-11,0.07,1,0
16322824,spacious and bright 1 bedroom apartment,50690723,shara,manhattan,harlem,40.8087,-73.95142,entire home/apt,245,7,0,0,0.0,1,0
16323239,spacious 2 bdr - hell's kitchen/times square,2559886,sy,manhattan,hell's kitchen,40.76284,-73.98849,entire home/apt,130,4,2,2017-11-30,0.07,1,0
16323461,"williamsburg experience, quick manhattan access",20532489,inese & michæl,brooklyn,williamsburg,40.71002,-73.96237,private room,124,2,71,2019-06-07,2.32,1,70
16325588,chic & cosy lower east side apartment,27809907,sophie,manhattan,chinatown,40.71704,-73.99081,private room,130,2,2,2017-07-02,0.06,1,0
16328372,room in bed-stuy apartment,68547639,darren,brooklyn,bedford-stuyvesant,40.68901,-73.95371,private room,100,1,0,0,0.0,1,0
16330737,ft greene: 2-3 bedroom duplex w/garden,106899231,heather,brooklyn,fort greene,40.69601,-73.97114,entire home/apt,220,6,7,2018-08-29,0.23,2,5
16331645,big room in hell's kitchen close to times square,9236677,jose diego,manhattan,hell's kitchen,40.75997,-73.98781,private room,155,1,0,0,0.0,1,0
16332208,cute bedroom in hip bushwick,32923003,vanessa,brooklyn,bushwick,40.70279,-73.9289,private room,31,7,2,2017-01-15,0.06,1,89
16332242,"spacious, cozy, quiet 1.5 bedroom",85692123,audrey,queens,ridgewood,40.70501,-73.91065,entire home/apt,99,4,1,2017-01-02,0.03,1,0
16333075,light filled private room in red hook!,1228668,mattia,brooklyn,red hook,40.67414,-74.00707,private room,38,4,4,2019-06-20,0.13,1,0
16333147,charming bedroom on the lower east side,33127406,emily,manhattan,lower east side,40.72007,-73.98559,private room,90,5,0,0,0.0,1,0
16333353,clean comfortable room in amazing nyc neighborhood,106921180,jake,queens,ridgewood,40.70412,-73.90171,private room,33,3,2,2016-12-31,0.06,1,0
16333776,sun-drenched room in quiet ridgewood neighborhood,23848987,norberto,queens,ridgewood,40.70723,-73.91107,private room,40,5,0,0,0.0,1,0
16334327,"bright, airy, calm brooklyn space",1636770,clare,brooklyn,bedford-stuyvesant,40.68314,-73.9566,private room,68,2,4,2017-01-24,0.13,1,0
16334336,modern ridgewood apartment!,105079063,manuel,queens,ridgewood,40.69857,-73.90618,private room,65,4,20,2017-12-27,0.64,1,0
16335390,a dose of williamsburg cool,3914854,matt,brooklyn,williamsburg,40.70885,-73.94586,private room,125,2,3,2017-04-08,0.1,1,0
16336428,cozy room in brooklyn,13933851,yagil,brooklyn,bedford-stuyvesant,40.68997,-73.92742,private room,40,8,11,2018-02-28,0.35,2,0
16336497,charming chelsea studio,106948369,charles,manhattan,chelsea,40.74753,-74.00396,entire home/apt,110,3,7,2019-02-13,0.31,1,9
16336709,private room on roosevelt island,106948134,erik,manhattan,roosevelt island,40.76182,-73.94879,private room,50,1,8,2019-04-28,0.32,2,0
16336860,cozy room in 3 br williamsburg apartment,60736303,charlotte,brooklyn,williamsburg,40.71457,-73.96332,private room,60,2,1,2017-01-01,0.03,1,0
16336867,super great williamsburg apartment- private room,36828710,bridgid,brooklyn,williamsburg,40.7133,-73.95037,private room,60,1,1,2017-03-27,0.04,1,0
16337047,comfy bedroom in spacious manhattan apartment,35215309,victor,manhattan,east harlem,40.79639,-73.93319,private room,55,3,24,2019-06-29,0.86,2,81
16337590,artsy apt in bushwick!,9210000,tracy,brooklyn,bushwick,40.68376,-73.91121,private room,50,2,5,2017-05-16,0.16,1,206
16337890,"cozy sunny room in new apartment by g, j, m trains",106634224,andrei,brooklyn,bedford-stuyvesant,40.69442,-73.94362,private room,55,7,0,0,0.0,2,0
16338086,great duplex in crown heights,106401814,tania,brooklyn,prospect-lefferts gardens,40.66075,-73.94549,entire home/apt,180,3,0,0,0.0,1,0
16338143,cozy place in a diverse city,106963874,mabel,queens,elmhurst,40.74572,-73.87556,private room,50,1,2,2017-01-20,0.07,1,0
16338348,entire 1 bedroom apt with great light & vibes :),106951556,meli and daniel,manhattan,chinatown,40.71489,-73.99438,entire home/apt,129,7,11,2018-10-30,0.35,1,188
16338454,cozy & sunlit three bedroom apartment,5828836,dana,manhattan,harlem,40.82548,-73.94983,entire home/apt,255,2,1,2017-01-01,0.03,1,0
16339175,"cozy, quiet, 1 bedroom apartment - lower east side",93393807,al,manhattan,lower east side,40.7178,-73.98448,entire home/apt,177,1,46,2019-06-23,1.5,1,31
16339429,quiet room in unique carroll gardens,106977720,kristan,brooklyn,carroll gardens,40.67711,-73.99692,private room,50,2,2,2017-03-02,0.07,1,0
16346945,full apartment in upper west side.,15702477,per byholt leibøl,manhattan,upper west side,40.79519,-73.96945,entire home/apt,109,2,2,2017-01-14,0.07,1,0
16347171,brooklyn brownstone serenity,19655631,tali,brooklyn,bedford-stuyvesant,40.68588,-73.92784,entire home/apt,100,6,55,2019-06-30,1.81,1,59
16347965,ues beautiful apartment off park av,33229585,natalia,manhattan,upper east side,40.76786,-73.96973,entire home/apt,280,4,23,2019-07-07,0.76,1,17
16349645,studio in west village,6335037,eric,manhattan,west village,40.73243,-74.00932,entire home/apt,220,4,1,2017-01-02,0.03,1,0
16349888,hamilton heights townhouse apartment,107055014,michael,manhattan,harlem,40.82255,-73.94807,private room,147,4,30,2019-06-17,1.18,1,28
16350271,cozy bedroom in the heart of williamsburg,107058927,laura,brooklyn,williamsburg,40.71957,-73.95828,private room,50,4,0,0,0.0,1,0
16350431,cozy room williamsburg,1260413,helena,brooklyn,williamsburg,40.71292,-73.94137,private room,105,3,4,2018-05-28,0.13,3,0
16350500,charming modern 1 bedroom in bedstuy.,35331192,shaun-curtis,brooklyn,bedford-stuyvesant,40.68369,-73.94897,entire home/apt,175,4,2,2018-01-02,0.07,1,0
16350688,"private studio along the park in greenpoint, bk",69280122,colin,brooklyn,greenpoint,40.7234,-73.94136,entire home/apt,60,3,5,2019-07-07,0.17,1,0
16352484,serene atmosphere in manhattan,78466689,natalia,manhattan,inwood,40.87247,-73.91927,private room,59,2,11,2019-06-28,0.36,1,29
16352708,charming east village apartment with patio,25438770,mary grace,manhattan,east village,40.72528,-73.98854,private room,165,3,0,0,0.0,1,0
16352907,new years eve in a bright and airy uws one bedroom,71698853,sarah,manhattan,upper west side,40.78592,-73.97331,entire home/apt,100,2,1,2017-01-02,0.03,1,0
16353229,luxurious studio in heart of nyc!,106949780,amit,manhattan,theater district,40.75527,-73.98507,entire home/apt,145,2,5,2017-11-08,0.16,1,0
16353257,quiet and cozy apartment in greenwich village,27932675,sandra,manhattan,noho,40.72571,-73.99506,entire home/apt,100,3,3,2017-03-17,0.1,1,0
16353458,cozy and sunny 2 br apartment in trendy greenpoint,4229387,suzanne,brooklyn,greenpoint,40.73475,-73.95543,entire home/apt,150,4,4,2019-01-01,0.13,1,0
16353473,great bedroom in east williamsburg (+ rooftop!!),107082851,brian,brooklyn,williamsburg,40.70806,-73.9427,private room,59,5,1,2017-01-01,0.03,2,0
16353851,luxury apartment in the heart of williamsburg,14808512,florian,brooklyn,williamsburg,40.71809,-73.95383,entire home/apt,170,3,2,2018-01-01,0.07,1,0
16354659,east village studio apt w/private courtyard oasis,93211521,steven,manhattan,east village,40.7292,-73.98156,entire home/apt,120,6,1,2017-01-05,0.03,1,0
16360010,"charming bedroom, great location !",26574838,maude,brooklyn,williamsburg,40.70769,-73.94548,private room,65,2,2,2017-01-08,0.07,1,0
16360727,"cozy apartment in brooklyn, ny",106193743,clifton,brooklyn,crown heights,40.67816,-73.95112,entire home/apt,100,7,0,0,0.0,1,0
16360894,sunny studio apartment,7359870,felix,manhattan,harlem,40.82179,-73.94777,entire home/apt,95,4,0,0,0.0,1,0
16361014,room in the heights!,17171419,mordechai,manhattan,washington heights,40.85204,-73.92886,private room,39,4,0,0,0.0,2,0
16362150,bright and cozy 1br in crown heights,5659683,morgan,brooklyn,crown heights,40.67769,-73.95309,entire home/apt,100,3,5,2019-06-25,0.17,1,8
16363328,cozy room,18329648,genya,brooklyn,sheepshead bay,40.60664,-73.95402,private room,40,1,0,0,0.0,1,0
16363434,midtown loft,40965944,lou,manhattan,midtown,40.75092,-73.98636,entire home/apt,290,2,5,2017-04-16,0.16,1,0
16363498,sunny and large bedroom in williamsburg apartment,6842719,shachi,brooklyn,williamsburg,40.71451,-73.93959,private room,120,1,7,2019-05-22,0.23,2,89
16363747,comfy room in cobble hill,107158968,jessica,brooklyn,carroll gardens,40.68384,-73.99065,private room,45,1,8,2018-03-16,0.26,1,0
16363923,studio in west village,107162130,dennis,manhattan,west village,40.73021,-74.00663,entire home/apt,119,2,0,0,0.0,1,0
16364067,beautiful newly renovated bk apt with w&d in unit,1528114,k.,brooklyn,bedford-stuyvesant,40.6836,-73.93495,entire home/apt,95,4,68,2019-05-26,2.3,1,0
16367064,cute and cozy space in chinatown,11511386,erika,manhattan,chinatown,40.71513,-73.9981,private room,100,2,1,2016-12-30,0.03,1,0
16367184,south slope brooklyn apartment!,7676346,saquib,brooklyn,sunset park,40.66033,-73.99623,entire home/apt,80,2,0,0,0.0,1,0
16367772,cute room near columbia university,38679669,mary,manhattan,morningside heights,40.80324,-73.96432,private room,65,4,0,0,0.0,1,0
16367983,charming and convenient east village apartment,17098527,mei ni,manhattan,east village,40.72638,-73.97752,private room,200,4,2,2018-01-01,0.07,1,39
16368376,"chic, sunny east village entire apartment",48071153,caitlin,manhattan,east village,40.72477,-73.9859,entire home/apt,132,4,10,2017-12-22,0.33,1,26
16368541,1st floor room available in 3 br 2bath apt,6202020,nikolas,queens,astoria,40.76875,-73.92769,private room,119,1,0,0,0.0,1,0
16370096,beautiful room in brooklyn,16627758,thai,brooklyn,bedford-stuyvesant,40.68643,-73.95548,private room,38,1,3,2017-01-14,0.1,1,0
16373331,holidays in nyc,107240480,julia,brooklyn,south slope,40.66383,-73.983,entire home/apt,50,4,0,0,0.0,1,0
16373546,huge full floor loft on broadway and bleecker,10683360,david,manhattan,greenwich village,40.72747,-73.9969,entire home/apt,240,3,15,2019-07-02,0.56,1,45
16374376,large 2 bed 2 bath modern apt. - brooklyn bridge,27275952,andrew,brooklyn,downtown brooklyn,40.69584,-73.98466,entire home/apt,285,4,0,0,0.0,2,102
16374783,loft in brooklyn,697678,shauna,brooklyn,bedford-stuyvesant,40.68009,-73.94676,entire home/apt,119,3,6,2017-11-25,0.2,1,0
16374819,cozy and modern apartment in astoria,106436231,liliana,queens,astoria,40.77121,-73.92847,entire home/apt,225,7,1,2016-12-30,0.03,1,0
16376497,private room blocks from union square,81190209,claudio,manhattan,stuyvesant town,40.73125,-73.97891,private room,110,1,0,0,0.0,1,0
16377144,cozy 2bedroom apt. in astoria,7310057,carl,queens,astoria,40.76793,-73.91918,entire home/apt,79,3,2,2019-01-01,0.11,1,0
16378313,7 mins from times sq! modern elevator building!,58877492,eki,manhattan,hell's kitchen,40.76418,-73.98885,entire home/apt,190,4,0,0,0.0,1,0
16378562,charming studio in midtown east,20692024,ali,manhattan,midtown,40.75827,-73.96196,entire home/apt,215,5,7,2018-05-20,0.38,1,0
16378706,master bedroom in stylish apartment,1276297,amitis,brooklyn,greenpoint,40.72838,-73.94739,private room,67,1,2,2017-02-01,0.07,1,0
16380258,manhattan modern near central park!,99237414,peter,manhattan,east harlem,40.78676,-73.94376,private room,79,3,21,2019-06-21,0.69,1,46
16381049,large 3bd 2 bath duplex in prime greenpoint!,34471130,leandra,brooklyn,greenpoint,40.73292,-73.95987,entire home/apt,250,2,0,0,0.0,1,0
16381393,skyline #2 view ny skyline,93121568,charles,bronx,concourse,40.82388,-73.9279,private room,60,2,53,2019-07-01,1.8,2,169
16381905,skyline #1 view ny skyline,93121568,charles,bronx,concourse,40.82415,-73.92778,private room,50,2,63,2019-07-01,2.06,2,110
16382645,amazing one bedroom. lots of light and style,13043232,wendy,manhattan,greenwich village,40.72934,-74.00025,entire home/apt,230,5,14,2019-04-17,0.45,1,9
16385859,cozy junior 1br in inwood.,8571056,richard,manhattan,inwood,40.86663,-73.92391,entire home/apt,80,2,4,2018-09-04,0.13,1,0
16388417,spacious midtown apt with window view & balcony,61187947,amy,manhattan,hell's kitchen,40.76217,-73.99105,private room,100,3,0,0,0.0,1,0
16389354,spectacular 2br with nyc skyline view + roof deck,107136259,prithvi,brooklyn,williamsburg,40.70614,-73.9487,entire home/apt,199,2,1,2017-01-02,0.03,1,0
16389531,great movie-like east village aptmt,9270927,rafael,manhattan,east village,40.72461,-73.9892,entire home/apt,190,1,0,0,0.0,1,0
16389820,lovely room in the lovely area of williamsburg bk,6141851,freya,brooklyn,williamsburg,40.71385,-73.95559,private room,64,2,3,2017-01-02,0.1,1,0
16390105,cozy 1 bedroom in the heart of fort greene,2455580,ithai,brooklyn,fort greene,40.68529,-73.97365,entire home/apt,225,3,0,0,0.0,1,0
16391487,affordable bedroom in the east village!,16085180,nicolas,manhattan,east village,40.72351,-73.98389,private room,70,2,9,2017-05-28,0.29,1,0
16391952,large private room in quiet bk heights apartment,17764574,paige,brooklyn,brooklyn heights,40.69797,-73.992,private room,60,3,0,0,0.0,1,0
16392085,bright spacious home in heart of williamsburg ny,16462666,ali,brooklyn,williamsburg,40.71385,-73.96046,entire home/apt,264,2,2,2017-03-27,0.07,3,0
16392514,"great deal, full equiped room in times square",107382521,adam,manhattan,theater district,40.75725,-73.98796,private room,100,1,36,2017-11-26,1.18,1,0
16392756,cozy studio next to wash sq park,5895282,scott,manhattan,greenwich village,40.73421,-73.9968,entire home/apt,135,5,9,2017-06-16,0.29,1,0
16393500,bedroom in beautiful brooklyn apartment,23099342,jon,brooklyn,fort greene,40.68713,-73.97222,private room,55,7,2,2017-01-02,0.06,1,0
16393554,classic downtown loft,1482059,erin,manhattan,chinatown,40.71698,-73.99629,entire home/apt,295,2,43,2019-05-09,1.39,1,66
16394179,private bedroom + shared house,101809002,tak,brooklyn,brownsville,40.65958,-73.91113,private room,28,1,7,2017-03-01,0.23,1,0
16394193,cozy & affordable,59338077,nash,queens,ridgewood,40.70443,-73.90656,private room,45,1,2,2017-01-02,0.07,1,0
16394440,"beautiful double room - heart of clinton hill, bk",47817193,loreley,brooklyn,clinton hill,40.68604,-73.9676,private room,120,1,2,2017-05-16,0.07,1,0
16394488,hip luxury stay w private bath 5 min to manhattan,94027304,roberson,brooklyn,williamsburg,40.71499,-73.95561,private room,90,3,5,2017-07-13,0.16,1,0
16394700,"williamsburg, private bedroom, 2 blocks from l",71499658,omar,brooklyn,williamsburg,40.71518,-73.94151,private room,50,3,0,0,0.0,1,0
16394824,apartment in soho on edge of west village,107398940,carl,manhattan,greenwich village,40.72829,-74.00233,entire home/apt,150,3,2,2017-01-04,0.07,1,0
16395341,cozy bedroom near george washington bridge,80901099,yifei,manhattan,washington heights,40.85019,-73.94093,shared room,40,1,0,0,0.0,1,0
16395800,small room,78497102,ira,manhattan,lower east side,40.71777,-73.98526,private room,99,1,6,2018-01-01,0.2,1,0
16395966,hidden gem in crown heights,52014015,yobiel,brooklyn,crown heights,40.6754,-73.94977,entire home/apt,225,1,0,0,0.0,1,0
16396119,enjoy my apartment for the summer!,52780335,aaron,manhattan,washington heights,40.83985,-73.93715,entire home/apt,65,3,14,2019-06-29,0.45,1,0
16396301,columbus circle single bedroom,19855956,laurie,manhattan,hell's kitchen,40.76514,-73.98551,private room,100,7,0,0,0.0,1,0
16396507,full 1 bedroom apt in an awesome area!,1175504,verun,manhattan,kips bay,40.74301,-73.98037,entire home/apt,120,4,2,2017-05-27,0.07,1,0
16396640,wonderful ues studio...,107416436,eddie,manhattan,upper east side,40.77848,-73.9486,private room,70,7,1,2017-01-02,0.03,1,0
16396753,private room in the heart of east village,5212097,chris,manhattan,east village,40.72258,-73.98148,private room,100,3,5,2019-03-19,0.19,2,0
16400753,room in 3 bed apt/w parking- wburg.,8134440,austin,brooklyn,williamsburg,40.71614,-73.94134,private room,55,2,0,0,0.0,1,0
16400971,washington heights oasis,5213327,andrew,manhattan,washington heights,40.84369,-73.93891,entire home/apt,150,7,0,0,0.0,1,0
16402623,"cozy apartment in the lower east side, nyc!",3125516,eva,manhattan,lower east side,40.718,-73.98497,entire home/apt,95,8,3,2017-11-30,0.1,1,0
16403092,beautiful 1 bedroom in bedstuy with private yard,98976,nathan,brooklyn,bedford-stuyvesant,40.69332,-73.95023,entire home/apt,140,7,4,2017-11-19,0.13,1,0
16403353,bright & sunny oasis in east village,3413390,katia,manhattan,east village,40.72249,-73.98145,entire home/apt,180,2,24,2019-06-21,0.77,1,0
16404289,brownstone on a tree-lined street in nyc,102012893,jeffrey,manhattan,harlem,40.80669,-73.9497,entire home/apt,200,5,2,2017-07-29,0.07,2,0
16405126,artists bright eclectic home & studio,50097540,ana cristina,brooklyn,williamsburg,40.70735,-73.94032,entire home/apt,114,4,41,2019-02-22,1.44,1,0
16406203,fort greene apartment,43272616,emi,brooklyn,fort greene,40.69613,-73.97364,private room,80,3,0,0,0.0,2,0
16407022,bedroom in spacious williamsburg loft,22803324,andrea,brooklyn,williamsburg,40.70675,-73.96768,private room,80,2,3,2017-06-02,0.11,1,0
16407427,bronx cozy spacious room close to nyc subway,9947836,jenny,bronx,longwood,40.82441,-73.89454,private room,50,3,61,2019-06-24,2.17,2,22
16407461,prospect park brownstone full floor w/garden,28779108,darryl diego,brooklyn,prospect-lefferts gardens,40.66024,-73.95518,entire home/apt,190,4,26,2019-06-23,1.18,1,145
16408202,spacious room with amazing view,8309054,kenza,manhattan,east village,40.72726,-73.98037,private room,90,2,3,2017-12-20,0.1,1,0
16409970,private room on restaurant row,70724645,carly,manhattan,hell's kitchen,40.76007,-73.99031,private room,79,1,0,0,0.0,1,0
16412250,cozy and quiet 1 bedroom in great neighborhood,19294443,melissa,brooklyn,park slope,40.67514,-73.97598,entire home/apt,85,2,1,2017-01-01,0.03,1,0
16413425,where dreams are made of nyc,107556087,crystal,manhattan,east harlem,40.80476,-73.94074,shared room,89,1,2,2018-10-02,0.19,1,88
16413638,cute nolita 1 bedroom,12349009,kaj,manhattan,nolita,40.72253,-73.99459,entire home/apt,200,3,1,2017-01-02,0.03,1,0
16413742,large bushwick private bedroom,561033,neil,brooklyn,bushwick,40.6998,-73.93781,private room,63,3,19,2019-06-20,0.68,1,160
16413797,"private room in bushwick, brooklyn",106756395,monica,brooklyn,bedford-stuyvesant,40.68881,-73.92139,private room,50,1,0,0,0.0,2,0
16414045,"private 2 room guest suite in queens, ny",59886126,maria,queens,glendale,40.70505,-73.89042,entire home/apt,95,4,63,2019-05-20,2.21,1,101
16414081,15 min to nyc-city views from room! safe/warm home,3722715,laura,brooklyn,bedford-stuyvesant,40.69055,-73.95394,private room,58,1,16,2019-01-18,0.52,2,8
16414538,beautiful studio with a top location in manhattan,21058022,pablo,manhattan,greenwich village,40.73698,-73.99675,private room,120,4,5,2017-07-30,0.16,3,0
16414567,studio near central park east!,18483938,oscar,manhattan,upper east side,40.77149,-73.95121,entire home/apt,180,8,1,2017-01-03,0.03,1,0
16414744,beautiful room in the heart of time square,4923854,carly,manhattan,hell's kitchen,40.75966,-73.991,private room,150,3,2,2018-01-01,0.1,1,8
16415297,"spacious&sunny bedroom near central park,uppereast",12895206,salvatore,manhattan,upper east side,40.77651,-73.94791,private room,65,7,4,2017-12-29,0.13,1,0
16415365,private cozy room close to columbia university,8594019,jose vicente,manhattan,morningside heights,40.81626,-73.96035,private room,50,3,5,2017-09-02,0.18,2,0
16415427,private bedroom in midtown -heart of nyc,23341466,mo,manhattan,theater district,40.76384,-73.98492,private room,105,8,1,2017-12-08,0.05,1,0
16415673,cozy bedroom in a home-y bushwick place,74868631,melkorka,brooklyn,bushwick,40.69969,-73.92867,entire home/apt,70,3,3,2018-10-27,0.13,1,66
16415910,clean and spacious private room for your nyc trip!,53850552,virginia,manhattan,harlem,40.82682,-73.95142,private room,50,6,4,2017-07-29,0.13,1,0
16416588,one bedroom off of franklin avenue in brooklyn,43870735,tj,brooklyn,crown heights,40.6706,-73.96026,entire home/apt,72,6,0,0,0.0,1,0
16416857,warm and quiet studio in heart of chinatown,107589614,jim,manhattan,chinatown,40.71538,-73.99669,entire home/apt,142,4,12,2018-08-26,0.43,2,151
16420915,"classic new york! heart of uws!
clean. bright. new",27847787,samuel,manhattan,upper west side,40.78446,-73.97189,entire home/apt,230,6,9,2019-01-02,0.37,1,0
16423080,private studio apartment close to ferry and subway,15231187,conor,brooklyn,greenpoint,40.73203,-73.95572,entire home/apt,89,3,69,2019-06-13,2.25,1,0
16424642,skylight loft bed room in large artist house!,3619937,freddi,brooklyn,bushwick,40.69935,-73.92642,private room,41,7,7,2019-01-16,0.24,2,0
16424684,sunny private room in fabulous north park slope!,7009468,sarah,brooklyn,park slope,40.68089,-73.97965,private room,75,1,3,2018-09-29,0.1,1,108
16424743,garden studio w/ private entry&bath. no smokers.,107671914,etwin,brooklyn,east flatbush,40.65737,-73.92563,private room,90,3,36,2019-01-01,1.28,1,50
16424934,stylish and cozy east village 2 bedroom apartment,20823812,stephanie,manhattan,east village,40.72798,-73.97787,entire home/apt,135,1,1,2016-12-28,0.03,1,0
16425234,williamsburg sun-filled home away from home!,6439477,lindsay,brooklyn,williamsburg,40.71304,-73.94862,private room,93,2,7,2018-09-04,0.23,1,146
16426559,beautiful room in the heart of the lower east side,107670361,alexander,manhattan,lower east side,40.71845,-73.98572,private room,125,1,0,0,0.0,1,0
16427245,beautiful private room by n/w subway in astoria,18978686,kristin,queens,ditmars steinway,40.77492,-73.90866,private room,70,2,0,0,0.0,1,0
16427395,"unique, lofted 1br in the heart of west village",43151590,kharay,manhattan,west village,40.73581,-74.00684,entire home/apt,150,3,4,2018-12-30,0.13,1,0
16427668,chelsea 1bedroom,22526477,mathew,manhattan,chelsea,40.74543,-74.00055,entire home/apt,300,4,1,2017-01-03,0.03,1,0
